# Team 0: AllInAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
646,Pre-Flop,1,-1575,1575,FOLD,0,"['4d', '7d']","['2d', '4s']","['7h', '9d']",,,2,2
647,Pre-Flop,1,-1573,1573,FOLD,0,"['7d', '5h']","['3h', '8s']","['8h', 'Ad']",,,1,1
648,Pre-Flop,0,-1572,1572,RAISE,98,"['7h', '6s']","['6h', 'As']","['3d', '3s']",,,1,1
648,Pre-Flop,1,-1572,1572,FOLD,0,"['7h', '6s']","['6h', 'As']","['3d', '3s']",,,2,2
649,Pre-Flop,1,-1570,1570,FOLD,0,"['8d', '8s']","['4h', '3h']","['3d', '2h']",,,1,1
650,Pre-Flop,0,-1569,1569,RAISE,98,"['2h', '7s']","['6s', 'Ad']","['7d', '9h']",,,1,1
650,Pre-Flop,1,-1569,1569,FOLD,0,"['2h', '7s']","['6s', 'Ad']","['7d', '9h']",,,2,2
651,Pre-Flop,1,-1567,1567,FOLD,0,"['8d', '3d']","['8s', '3s']","['6h', '5d']",,,1,1
652,Pre-Flop,0,-1566,1566,RAISE,98,"['2d', '4s']","['7h', '9s']","['9d', '6s']",,,1,1
652,Pre-Flop,1,-1566,1566,FOLD,0,"['2d', '4s']","['7h', '9s']","['9d', '6s']",,,2,2
653,Pre-Flop,1,-1564,1564,FOLD,0,"['Ah', '7h']","['4d', '6h']","['8d', '6s']",,,1,1
654,Pre-Flop,0,-1563,1563,RAISE,98,"['8s', 'Ad']","['2d', '9s']","['4s', '6h']",,,1,1
654,Pre-Flop,1,-1563,1563,FOLD,0,"['8s', 'Ad']","['2d', '9s']","['4s', '6h']",,,2,2
655,Pre-Flop,1,-1561,1561,FOLD,0,"['6d', 'Ad']","['4s', '2d']","['7h', '5h']",,,1,1
656,Pre-Flop,0,-1560,1560,RAISE,98,"['2h', '6d']","['Ah', '6h']","['3s', '8d']",,,1,1
656,Pre-Flop,1,-1560,1560,FOLD,0,"['2h', '6d']","['Ah', '6h']","['3s', '8d']",,,2,2
657,Pre-Flop,1,-1558,1558,FOLD,0,"['9d', 'Ah']","['2d', '6h']","['Ad', '6s']",,,1,1
658,Pre-Flop,0,-1557,1557,RAISE,98,"['6d', '4h']","['3s', '5h']","['5d', '4d']",,,1,1
658,Pre-Flop,1,-1557,1557,FOLD,0,"['6d', '4h']","['3s', '5h']","['5d', '4d']",,,2,2
659,Pre-Flop,1,-1555,1555,FOLD,0,"['9s', '4h']","['4s', '3d']","['7h', '8s']",,,1,1
660,Pre-Flop,0,-1554,1554,RAISE,98,"['4d', '4s']","['8s', '3h']","['3s', '4h']",,,1,1
660,Pre-Flop,1,-1554,1554,FOLD,0,"['4d', '4s']","['8s', '3h']","['3s', '4h']",,,2,2
661,Pre-Flop,1,-1552,1552,FOLD,0,"['9h', '7d']","['Ah', '4h']","['8s', '6s']",,,1,1
662,Pre-Flop,0,-1551,1551,RAISE,98,"['5d', '4h']","['3s', 'As']","['7d', 'Ah']",,,1,1
662,Pre-Flop,1,-1551,1551,FOLD,0,"['5d', '4h']","['3s', 'As']","['7d', 'Ah']",,,2,2
663,Pre-Flop,1,-1549,1549,FOLD,0,"['2d', '5s']","['3s', '6h']","['4d', '5d']",,,1,1
664,Pre-Flop,0,-1548,1548,RAISE,98,"['7h', '6s']","['5s', '9d']","['2d', 'Ad']",,,1,1
664,Pre-Flop,1,-1548,1548,FOLD,0,"['7h', '6s']","['5s', '9d']","['2d', 'Ad']",,,2,2
665,Pre-Flop,1,-1546,1546,FOLD,0,"['7d', '7s']","['2h', '6d']","['2d', 'Ah']",,,1,1
666,Pre-Flop,0,-1545,1545,RAISE,98,"['9h', '6h']","['8s', '9s']","['7h', '5d']",,,1,1
666,Pre-Flop,1,-1545,1545,FOLD,0,"['9h', '6h']","['8s', '9s']","['7h', '5d']",,,2,2
667,Pre-Flop,1,-1543,1543,FOLD,0,"['6d', '2h']","['9d', '9h']","['5h', '6s']",,,1,1
668,Pre-Flop,0,-1542,1542,RAISE,98,"['2h', '8h']","['8d', '3s']","['Ah', '2s']",,,1,1
668,Pre-Flop,1,-1542,1542,FOLD,0,"['2h', '8h']","['8d', '3s']","['Ah', '2s']",,,2,2
669,Pre-Flop,1,-1540,1540,FOLD,0,"['3d', '7s']","['6s', '2d']","['6h', 'Ad']",,,1,1
670,Pre-Flop,0,-1539,1539,RAISE,98,"['9h', '7s']","['4s', 'As']","['3s', '5h']",,,1,1
670,Pre-Flop,1,-1539,1539,FOLD,0,"['9h', '7s']","['4s', 'As']","['3s', '5h']",,,2,2
671,Pre-Flop,1,-1537,1537,FOLD,0,"['8d', '9d']","['Ah', '4d']","['7d', 'Ad']",,,1,1
672,Pre-Flop,0,-1536,1536,RAISE,98,"['8d', '6s']","['8h', '9h']","['2s', '5h']",,,1,1
672,Pre-Flop,1,-1536,1536,FOLD,0,"['8d', '6s']","['8h', '9h']","['2s', '5h']",,,2,2
673,Pre-Flop,1,-1534,1534,FOLD,0,"['6h', '2h']","['7d', '3h']","['7h', '4d']",,,1,1
674,Pre-Flop,0,-1533,1533,RAISE,98,"['6h', '8h']","['9s', '9d']","['2s', '3d']",,,1,1
674,Pre-Flop,1,-1533,1533,FOLD,0,"['6h', '8h']","['9s', '9d']","['2s', '3d']",,,2,2
675,Pre-Flop,1,-1531,1531,FOLD,0,"['8s', 'Ah']","['7d', '3d']","['9h', '7h']",,,1,1
676,Pre-Flop,0,-1530,1530,RAISE,98,"['4s', '4h']","['5h', '6h']","['5d', '5s']",,,1,1
676,Pre-Flop,1,-1530,1530,FOLD,0,"['4s', '4h']","['5h', '6h']","['5d', '5s']",,,2,2
677,Pre-Flop,1,-1528,1528,FOLD,0,"['3h', '2d']","['3d', '2h']","['7s', '2s']",,,1,1
678,Pre-Flop,0,-1527,1527,RAISE,98,"['8d', '9d']","['2s', '5d']","['4s', '9h']",,,1,1
678,Pre-Flop,1,-1527,1527,FOLD,0,"['8d', '9d']","['2s', '5d']","['4s', '9h']",,,2,2
679,Pre-Flop,1,-1525,1525,FOLD,0,"['7h', '6s']","['9h', '6h']","['8d', '3d']",,,1,1
680,Pre-Flop,0,-1524,1524,RAISE,98,"['3s', '9d']","['8h', '8s']","['As', '9h']",,,1,1
680,Pre-Flop,1,-1524,1524,FOLD,0,"['3s', '9d']","['8h', '8s']","['As', '9h']",,,2,2
681,Pre-Flop,1,-1522,1522,FOLD,0,"['6d', '4h']","['9s', '6s']","['4d', 'As']",,,1,1
682,Pre-Flop,0,-1521,1521,RAISE,98,"['7h', '2d']","['8d', '4d']","['Ad', '9s']",,,1,1
682,Pre-Flop,1,-1521,1521,FOLD,0,"['7h', '2d']","['8d', '4d']","['Ad', '9s']",,,2,2
683,Pre-Flop,1,-1519,1519,FOLD,0,"['2h', '7d']","['8d', '2d']","['6s', '6h']",,,1,1
684,Pre-Flop,0,-1518,1518,RAISE,98,"['7s', '5d']","['6h', '5h']","['Ah', '9d']",,,1,1
684,Pre-Flop,1,-1518,1518,FOLD,0,"['7s', '5d']","['6h', '5h']","['Ah', '9d']",,,2,2
685,Pre-Flop,1,-1516,1516,FOLD,0,"['3h', '8h']","['9s', '7s']","['5s', '5d']",,,1,1
686,Pre-Flop,0,-1515,1515,RAISE,98,"['8h', 'Ad']","['7h', '2d']","['2h', '4s']",,,1,1
686,Pre-Flop,1,-1515,1515,FOLD,0,"['8h', 'Ad']","['7h', '2d']","['2h', '4s']",,,2,2
687,Pre-Flop,1,-1513,1513,FOLD,0,"['5s', '3h']","['Ah', '9s']","['2s', '6s']",,,1,1
688,Pre-Flop,0,-1512,1512,RAISE,98,"['2h', 'Ah']","['2d', '8d']","['9d', 'As']",,,1,1
688,Pre-Flop,1,-1512,1512,FOLD,0,"['2h', 'Ah']","['2d', '8d']","['9d', 'As']",,,2,2
689,Pre-Flop,1,-1510,1510,FOLD,0,"['Ah', '4s']","['9h', '8s']","['2h', '5d']",,,1,1
690,Pre-Flop,0,-1509,1509,RAISE,98,"['2h', '8s']","['7s', '6d']","['8d', '5d']",,,1,1
690,Pre-Flop,1,-1509,1509,FOLD,0,"['2h', '8s']","['7s', '6d']","['8d', '5d']",,,2,2
691,Pre-Flop,1,-1507,1507,FOLD,0,"['8s', '2s']","['Ad', '3s']","['9h', '7s']",,,1,1
692,Pre-Flop,0,-1506,1506,RAISE,98,"['9s', '2d']","['6s', 'Ah']","['8h', '8d']",,,1,1
692,Pre-Flop,1,-1506,1506,FOLD,0,"['9s', '2d']","['6s', 'Ah']","['8h', '8d']",,,2,2
693,Pre-Flop,1,-1504,1504,FOLD,0,"['2s', '5d']","['3d', '8d']","['As', '5h']",,,1,1
694,Pre-Flop,0,-1503,1503,RAISE,98,"['9h', '5s']","['7d', '6h']","['4h', '3d']",,,1,1
694,Pre-Flop,1,-1503,1503,FOLD,0,"['9h', '5s']","['7d', '6h']","['4h', '3d']",,,2,2
695,Pre-Flop,1,-1501,1501,FOLD,0,"['As', '3s']","['Ah', '6s']","['5s', '6h']",,,1,1
696,Pre-Flop,0,-1500,1500,RAISE,98,"['2s', '5h']","['9s', '6s']","['Ad', '5s']",,,1,1
696,Pre-Flop,1,-1500,1500,FOLD,0,"['2s', '5h']","['9s', '6s']","['Ad', '5s']",,,2,2
697,Pre-Flop,1,-1498,1498,FOLD,0,"['6h', '2h']","['5d', '7h']","['2d', '2s']",,,1,1
698,Pre-Flop,0,-1497,1497,RAISE,98,"['2s', '6h']","['5h', '5d']","['Ad', '4d']",,,1,1
698,Pre-Flop,1,-1497,1497,FOLD,0,"['2s', '6h']","['5h', '5d']","['Ad', '4d']",,,2,2
699,Pre-Flop,1,-1495,1495,FOLD,0,"['As', '9h']","['8h', '4d']","['3h', '9d']",,,1,1
700,Pre-Flop,0,-1494,1494,RAISE,98,"['8d', '2h']","['9h', '3d']","['9s', '7s']",,,1,1
700,Pre-Flop,1,-1494,1494,FOLD,0,"['8d', '2h']","['9h', '3d']","['9s', '7s']",,,2,2
701,Pre-Flop,1,-1492,1492,FOLD,0,"['7s', '4s']","['3h', '9h']","['8s', '5d']",,,1,1
702,Pre-Flop,0,-1491,1491,RAISE,98,"['6h', 'As']","['8d', '7h']","['4s', '8s']",,,1,1
702,Pre-Flop,1,-1491,1491,FOLD,0,"['6h', 'As']","['8d', '7h']","['4s', '8s']",,,2,2
703,Pre-Flop,1,-1489,1489,FOLD,0,"['4s', '3s']","['7s', '6s']","['8d', '5h']",,,1,1
704,Pre-Flop,0,-1488,1488,RAISE,98,"['3h', '7s']","['7d', '9s']","['9h', '8h']",,,1,1
704,Pre-Flop,1,-1488,1488,FOLD,0,"['3h', '7s']","['7d', '9s']","['9h', '8h']",,,2,2
705,Pre-Flop,1,-1486,1486,FOLD,0,"['3h', '3d']","['7h', '3s']","['2h', '4h']",,,1,1
706,Pre-Flop,0,-1485,1485,RAISE,98,"['3s', '7s']","['Ad', '9h']","['As', '2s']",,,1,1
706,Pre-Flop,1,-1485,1485,FOLD,0,"['3s', '7s']","['Ad', '9h']","['As', '2s']",,,2,2
707,Pre-Flop,1,-1483,1483,FOLD,0,"['2s', '2h']","['Ad', 'Ah']","['As', '4d']",,,1,1
708,Pre-Flop,0,-1482,1482,RAISE,98,"['6s', '7d']","['2d', '8s']","['8d', 'Ah']",,,1,1
708,Pre-Flop,1,-1482,1482,FOLD,0,"['6s', '7d']","['2d', '8s']","['8d', 'Ah']",,,2,2
709,Pre-Flop,1,-1480,1480,FOLD,0,"['Ah', '8d']","['5s', '9h']","['9d', '4s']",,,1,1
710,Pre-Flop,0,-1479,1479,RAISE,98,"['3h', 'Ad']","['7s', '4d']","['7h', '8h']",,,1,1
710,Pre-Flop,1,-1479,1479,FOLD,0,"['3h', 'Ad']","['7s', '4d']","['7h', '8h']",,,2,2
711,Pre-Flop,1,-1477,1477,FOLD,0,"['7d', '7h']","['3s', '9s']","['2h', 'As']",,,1,1
712,Pre-Flop,0,-1476,1476,RAISE,98,"['3s', '5d']","['Ah', '8s']","['3d', '6h']",,,1,1
712,Pre-Flop,1,-1476,1476,FOLD,0,"['3s', '5d']","['Ah', '8s']","['3d', '6h']",,,2,2
713,Pre-Flop,1,-1474,1474,FOLD,0,"['5h', '8h']","['3h', '7h']","['5d', '8d']",,,1,1
714,Pre-Flop,0,-1473,1473,RAISE,98,"['5s', 'Ad']","['8h', '5d']","['6h', '4d']",,,1,1
714,Pre-Flop,1,-1473,1473,FOLD,0,"['5s', 'Ad']","['8h', '5d']","['6h', '4d']",,,2,2
715,Pre-Flop,1,-1471,1471,FOLD,0,"['3d', '7h']","['7d', '2h']","['As', '2d']",,,1,1
716,Pre-Flop,0,-1470,1470,RAISE,98,"['8s', '6h']","['3d', '8h']","['5s', '7h']",,,1,1
716,Pre-Flop,1,-1470,1470,FOLD,0,"['8s', '6h']","['3d', '8h']","['5s', '7h']",,,2,2
717,Pre-Flop,1,-1468,1468,FOLD,0,"['8d', 'Ah']","['7h', '4h']","['9s', '9h']",,,1,1
718,Pre-Flop,0,-1467,1467,RAISE,98,"['8s', '6d']","['2h', '5d']","['5s', '8h']",,,1,1
718,Pre-Flop,1,-1467,1467,FOLD,0,"['8s', '6d']","['2h', '5d']","['5s', '8h']",,,2,2
719,Pre-Flop,1,-1465,1465,FOLD,0,"['5s', '9d']","['8d', 'Ad']","['9s', '3h']",,,1,1
720,Pre-Flop,0,-1464,1464,RAISE,98,"['7d', '3d']","['5d', '2d']","['9s', '8d']",,,1,1
720,Pre-Flop,1,-1464,1464,FOLD,0,"['7d', '3d']","['5d', '2d']","['9s', '8d']",,,2,2
721,Pre-Flop,1,-1462,1462,FOLD,0,"['7h', '5d']","['3s', '9h']","['6s', '5h']",,,1,1
722,Pre-Flop,0,-1461,1461,RAISE,98,"['9d', '7h']","['3d', '9s']","['7s', '6d']",,,1,1
722,Pre-Flop,1,-1461,1461,FOLD,0,"['9d', '7h']","['3d', '9s']","['7s', '6d']",,,2,2
723,Pre-Flop,1,-1459,1459,FOLD,0,"['2d', '4s']","['3s', '3d']","['Ah', '4h']",,,1,1
724,Pre-Flop,0,-1458,1458,RAISE,98,"['2d', '8d']","['2s', '8h']","['5d', '6s']",,,1,1
724,Pre-Flop,1,-1458,1458,FOLD,0,"['2d', '8d']","['2s', '8h']","['5d', '6s']",,,2,2
725,Pre-Flop,1,-1456,1456,FOLD,0,"['Ah', '2s']","['4d', '4h']","['6h', 'As']",,,1,1
726,Pre-Flop,0,-1455,1455,RAISE,98,"['4s', '3s']","['3h', '8d']","['5d', '5h']",,,1,1
726,Pre-Flop,1,-1455,1455,FOLD,0,"['4s', '3s']","['3h', '8d']","['5d', '5h']",,,2,2
727,Pre-Flop,1,-1453,1453,FOLD,0,"['8d', '3s']","['5h', 'Ah']","['8s', '5d']",,,1,1
728,Pre-Flop,0,-1452,1452,RAISE,98,"['3s', '5s']","['9d', '4s']","['2d', '7h']",,,1,1
728,Pre-Flop,1,-1452,1452,FOLD,0,"['3s', '5s']","['9d', '4s']","['2d', '7h']",,,2,2
729,Pre-Flop,1,-1450,1450,FOLD,0,"['7h', '4s']","['3d', '9d']","['7d', '8s']",,,1,1
730,Pre-Flop,0,-1449,1449,RAISE,98,"['3s', '8s']","['6h', '3d']","['3h', 'Ad']",,,1,1
730,Pre-Flop,1,-1449,1449,FOLD,0,"['3s', '8s']","['6h', '3d']","['3h', 'Ad']",,,2,2
731,Pre-Flop,1,-1447,1447,FOLD,0,"['Ah', '4s']","['9s', '7s']","['2h', '3h']",,,1,1
732,Pre-Flop,0,-1446,1446,RAISE,98,"['3d', '8h']","['2d', '6d']","['5s', '2h']",,,1,1
732,Pre-Flop,1,-1446,1446,FOLD,0,"['3d', '8h']","['2d', '6d']","['5s', '2h']",,,2,2
733,Pre-Flop,1,-1444,1444,FOLD,0,"['8h', '9h']","['Ad', '4h']","['2d', 'Ah']",,,1,1
734,Pre-Flop,0,-1443,1443,RAISE,98,"['8h', '2s']","['6s', '8s']","['8d', '4d']",,,1,1
734,Pre-Flop,1,-1443,1443,FOLD,0,"['8h', '2s']","['6s', '8s']","['8d', '4d']",,,2,2
735,Pre-Flop,1,-1441,1441,FOLD,0,"['3h', '8h']","['8s', 'Ad']","['5d', '6s']",,,1,1
736,Pre-Flop,0,-1440,1440,RAISE,98,"['6h', '4d']","['8d', '2h']","['9d', 'Ad']",,,1,1
736,Pre-Flop,1,-1440,1440,FOLD,0,"['6h', '4d']","['8d', '2h']","['9d', 'Ad']",,,2,2
737,Pre-Flop,1,-1438,1438,FOLD,0,"['2h', 'As']","['4d', '5d']","['7h', '9h']",,,1,1
738,Pre-Flop,0,-1437,1437,RAISE,98,"['4s', '6h']","['6s', '8s']","['8d', 'Ah']",,,1,1
738,Pre-Flop,1,-1437,1437,FOLD,0,"['4s', '6h']","['6s', '8s']","['8d', 'Ah']",,,2,2
739,Pre-Flop,1,-1435,1435,FOLD,0,"['2d', '4s']","['8h', '3h']","['As', '8d']",,,1,1
740,Pre-Flop,0,-1434,1434,RAISE,98,"['2s', '3h']","['9h', '3s']","['7h', '5h']",,,1,1
740,Pre-Flop,1,-1434,1434,FOLD,0,"['2s', '3h']","['9h', '3s']","['7h', '5h']",,,2,2
741,Pre-Flop,1,-1432,1432,FOLD,0,"['8h', '2d']","['8d', '3h']","['3d', '2h']",,,1,1
742,Pre-Flop,0,-1431,1431,RAISE,98,"['4h', '7s']","['3s', '5s']","['Ad', '3d']",,,1,1
742,Pre-Flop,1,-1431,1431,FOLD,0,"['4h', '7s']","['3s', '5s']","['Ad', '3d']",,,2,2
743,Pre-Flop,1,-1429,1429,FOLD,0,"['3h', '4d']","['6d', '8d']","['5s', '7h']",,,1,1
744,Pre-Flop,0,-1428,1428,RAISE,98,"['8d', 'Ad']","['3h', '6s']","['9h', '7h']",,,1,1
744,Pre-Flop,1,-1428,1428,FOLD,0,"['8d', 'Ad']","['3h', '6s']","['9h', '7h']",,,2,2
745,Pre-Flop,1,-1426,1426,FOLD,0,"['8h', '3h']","['8s', 'As']","['9d', '9h']",,,1,1
746,Pre-Flop,0,-1425,1425,RAISE,98,"['3s', '6h']","['3d', '7s']","['4d', 'Ad']",,,1,1
746,Pre-Flop,1,-1425,1425,FOLD,0,"['3s', '6h']","['3d', '7s']","['4d', 'Ad']",,,2,2
747,Pre-Flop,1,-1423,1423,FOLD,0,"['9h', '9d']","['6s', '8d']","['2h', '3h']",,,1,1
748,Pre-Flop,0,-1422,1422,RAISE,98,"['8h', '5s']","['Ad', '8d']","['2d', '2s']",,,1,1
748,Pre-Flop,1,-1422,1422,FOLD,0,"['8h', '5s']","['Ad', '8d']","['2d', '2s']",,,2,2
749,Pre-Flop,1,-1420,1420,FOLD,0,"['8d', '5d']","['Ad', '3d']","['8s', '4d']",,,1,1
750,Pre-Flop,0,-1419,1419,RAISE,98,"['2d', '5h']","['5s', '5d']","['4s', '7d']",,,1,1
750,Pre-Flop,1,-1419,1419,FOLD,0,"['2d', '5h']","['5s', '5d']","['4s', '7d']",,,2,2
751,Pre-Flop,1,-1417,1417,FOLD,0,"['2d', '4h']","['5h', '7s']","['4s', '5s']",,,1,1
752,Pre-Flop,0,-1416,1416,RAISE,98,"['7s', '2d']","['4h', '2h']","['3h', '7h']",,,1,1
752,Pre-Flop,1,-1416,1416,FOLD,0,"['7s', '2d']","['4h', '2h']","['3h', '7h']",,,2,2
753,Pre-Flop,1,-1414,1414,FOLD,0,"['8d', '9d']","['Ah', '7s']","['6h', 'Ad']",,,1,1
754,Pre-Flop,0,-1413,1413,RAISE,98,"['8s', '9h']","['4h', '3d']","['6h', '2h']",,,1,1
754,Pre-Flop,1,-1413,1413,FOLD,0,"['8s', '9h']","['4h', '3d']","['6h', '2h']",,,2,2
755,Pre-Flop,1,-1411,1411,FOLD,0,"['9s', '5h']","['8d', '3s']","['2d', '8h']",,,1,1
756,Pre-Flop,0,-1410,1410,RAISE,98,"['4s', '7h']","['As', '5h']","['7s', '4h']",,,1,1
756,Pre-Flop,1,-1410,1410,FOLD,0,"['4s', '7h']","['As', '5h']","['7s', '4h']",,,2,2
757,Pre-Flop,1,-1408,1408,FOLD,0,"['7s', '3h']","['4d', '9h']","['7h', '9s']",,,1,1
758,Pre-Flop,0,-1407,1407,RAISE,98,"['Ah', '5d']","['7d', 'Ad']","['4h', '6d']",,,1,1
758,Pre-Flop,1,-1407,1407,FOLD,0,"['Ah', '5d']","['7d', 'Ad']","['4h', '6d']",,,2,2
759,Pre-Flop,1,-1405,1405,FOLD,0,"['2d', '6s']","['4h', '5h']","['2s', '7s']",,,1,1
760,Pre-Flop,0,-1404,1404,RAISE,98,"['6d', 'As']","['Ah', '2d']","['3d', '3h']",,,1,1
760,Pre-Flop,1,-1404,1404,FOLD,0,"['6d', 'As']","['Ah', '2d']","['3d', '3h']",,,2,2
761,Pre-Flop,1,-1402,1402,FOLD,0,"['9d', '3d']","['7d', '6h']","['3h', '8d']",,,1,1
762,Pre-Flop,0,-1401,1401,RAISE,98,"['8d', 'Ah']","['6s', '5d']","['3h', '7d']",,,1,1
762,Pre-Flop,1,-1401,1401,FOLD,0,"['8d', 'Ah']","['6s', '5d']","['3h', '7d']",,,2,2
763,Pre-Flop,1,-1399,1399,FOLD,0,"['3s', '5h']","['9s', '2s']","['7d', '4h']",,,1,1
764,Pre-Flop,0,-1398,1398,RAISE,98,"['3s', '8h']","['4d', '7h']","['6s', '7s']",,,1,1
764,Pre-Flop,1,-1398,1398,FOLD,0,"['3s', '8h']","['4d', '7h']","['6s', '7s']",,,2,2
765,Pre-Flop,1,-1396,1396,FOLD,0,"['3s', 'Ad']","['4d', '5h']","['3h', '9s']",,,1,1
766,Pre-Flop,0,-1395,1395,RAISE,98,"['4d', '7s']","['3h', '4s']","['Ad', '7h']",,,1,1
766,Pre-Flop,1,-1395,1395,FOLD,0,"['4d', '7s']","['3h', '4s']","['Ad', '7h']",,,2,2
767,Pre-Flop,1,-1393,1393,FOLD,0,"['4h', '4d']","['7d', '4s']","['2s', '9h']",,,1,1
768,Pre-Flop,0,-1392,1392,RAISE,98,"['5s', '4d']","['8d', '9h']","['As', '4s']",,,1,1
768,Pre-Flop,1,-1392,1392,FOLD,0,"['5s', '4d']","['8d', '9h']","['As', '4s']",,,2,2
769,Pre-Flop,1,-1390,1390,FOLD,0,"['3h', '8d']","['3s', '9h']","['8s', '6h']",,,1,1
770,Pre-Flop,0,-1389,1389,RAISE,98,"['8s', '5s']","['7s', '4s']","['Ad', '9d']",,,1,1
770,Pre-Flop,1,-1389,1389,FOLD,0,"['8s', '5s']","['7s', '4s']","['Ad', '9d']",,,2,2
771,Pre-Flop,1,-1387,1387,FOLD,0,"['6h', '4h']","['5d', '8h']","['5h', '9h']",,,1,1
772,Pre-Flop,0,-1386,1386,RAISE,98,"['7s', '7d']","['2s', '5d']","['6h', '9d']",,,1,1
772,Pre-Flop,1,-1386,1386,FOLD,0,"['7s', '7d']","['2s', '5d']","['6h', '9d']",,,2,2
773,Pre-Flop,1,-1384,1384,FOLD,0,"['5d', '7d']","['3s', '2h']","['3h', '6h']",,,1,1
774,Pre-Flop,0,-1383,1383,RAISE,98,"['7d', '7h']","['Ad', '4d']","['3s', '5s']",,,1,1
774,Pre-Flop,1,-1383,1383,FOLD,0,"['7d', '7h']","['Ad', '4d']","['3s', '5s']",,,2,2
775,Pre-Flop,1,-1381,1381,FOLD,0,"['5d', '9d']","['Ad', '6d']","['As', '3h']",,,1,1
776,Pre-Flop,0,-1380,1380,RAISE,98,"['6h', '3s']","['9d', '4s']","['6d', '8h']",,,1,1
776,Pre-Flop,1,-1380,1380,FOLD,0,"['6h', '3s']","['9d', '4s']","['6d', '8h']",,,2,2
777,Pre-Flop,1,-1378,1378,FOLD,0,"['6d', '9h']","['4s', '5h']","['Ad', '8d']",,,1,1
778,Pre-Flop,0,-1377,1377,RAISE,98,"['3s', '4s']","['6d', '4h']","['8d', '4d']",,,1,1
778,Pre-Flop,1,-1377,1377,FOLD,0,"['3s', '4s']","['6d', '4h']","['8d', '4d']",,,2,2
779,Pre-Flop,1,-1375,1375,FOLD,0,"['9d', '4d']","['As', '4h']","['5h', '6d']",,,1,1
780,Pre-Flop,0,-1374,1374,RAISE,98,"['2s', 'Ad']","['5h', '4s']","['9h', '7d']",,,1,1
780,Pre-Flop,1,-1374,1374,FOLD,0,"['2s', 'Ad']","['5h', '4s']","['9h', '7d']",,,2,2
781,Pre-Flop,1,-1372,1372,FOLD,0,"['6h', '9h']","['6s', '2s']","['8s', '6d']",,,1,1
782,Pre-Flop,0,-1371,1371,RAISE,98,"['4d', '9s']","['3h', '2h']","['2s', 'Ah']",,,1,1
782,Pre-Flop,1,-1371,1371,FOLD,0,"['4d', '9s']","['3h', '2h']","['2s', 'Ah']",,,2,2
783,Pre-Flop,1,-1369,1369,FOLD,0,"['2d', '3h']","['6h', '6s']","['7s', '3s']",,,1,1
784,Pre-Flop,0,-1368,1368,RAISE,98,"['9h', '2d']","['3d', '8h']","['9d', '7h']",,,1,1
784,Pre-Flop,1,-1368,1368,FOLD,0,"['9h', '2d']","['3d', '8h']","['9d', '7h']",,,2,2
785,Pre-Flop,1,-1366,1366,FOLD,0,"['2d', '8s']","['9d', '8d']","['2h', '9h']",,,1,1
786,Pre-Flop,0,-1365,1365,RAISE,98,"['7d', '7h']","['5d', 'Ad']","['3d', '9s']",,,1,1
786,Pre-Flop,1,-1365,1365,FOLD,0,"['7d', '7h']","['5d', 'Ad']","['3d', '9s']",,,2,2
787,Pre-Flop,1,-1363,1363,FOLD,0,"['5h', '6h']","['4h', '8h']","['7d', '6s']",,,1,1
788,Pre-Flop,0,-1362,1362,RAISE,98,"['4s', '5s']","['5h', '3d']","['3h', 'Ad']",,,1,1
788,Pre-Flop,1,-1362,1362,FOLD,0,"['4s', '5s']","['5h', '3d']","['3h', 'Ad']",,,2,2
789,Pre-Flop,1,-1360,1360,FOLD,0,"['Ah', '5s']","['5h', '4h']","['3s', '9s']",,,1,1
790,Pre-Flop,0,-1359,1359,RAISE,98,"['9h', '6h']","['7h', '4s']","['4d', '3d']",,,1,1
790,Pre-Flop,1,-1359,1359,FOLD,0,"['9h', '6h']","['7h', '4s']","['4d', '3d']",,,2,2
791,Pre-Flop,1,-1357,1357,FOLD,0,"['3h', '8d']","['3s', '5h']","['As', '4h']",,,1,1
792,Pre-Flop,0,-1356,1356,RAISE,98,"['8d', '9s']","['4h', '6s']","['6h', '8s']",,,1,1
792,Pre-Flop,1,-1356,1356,FOLD,0,"['8d', '9s']","['4h', '6s']","['6h', '8s']",,,2,2
793,Pre-Flop,1,-1354,1354,FOLD,0,"['5d', '5s']","['4h', '4s']","['Ad', '2s']",,,1,1
794,Pre-Flop,0,-1353,1353,RAISE,98,"['5d', 'As']","['9h', '4s']","['Ad', '2d']",,,1,1
794,Pre-Flop,1,-1353,1353,FOLD,0,"['5d', 'As']","['9h', '4s']","['Ad', '2d']",,,2,2
795,Pre-Flop,1,-1351,1351,FOLD,0,"['8s', '5s']","['7s', '3h']","['3d', '7d']",,,1,1
796,Pre-Flop,0,-1350,1350,RAISE,98,"['9d', '5s']","['2h', '8s']","['2s', '4d']",,,1,1
796,Pre-Flop,1,-1350,1350,FOLD,0,"['9d', '5s']","['2h', '8s']","['2s', '4d']",,,2,2
797,Pre-Flop,1,-1348,1348,FOLD,0,"['5d', '3d']","['2d', 'Ad']","['5s', '6s']",,,1,1
798,Pre-Flop,0,-1347,1347,RAISE,98,"['8h', '3d']","['5d', '4s']","['9s', 'Ah']",,,1,1
